drug_name,condition,review,cleaned_review
Topamax,Migraines,Reduced my migraines effectively though I feel slight tingling in fingers,reduced my migraines effectively though i feel slight tingling in fingers
Topamax,Migraine,Great for migraines but it causes some tingling sensations in my fingers,great for migraines but it causes some tingling sensations in my fingers
Topamax,Migraine Prevention,Helps prevent migraines but makes me feel a bit foggy,helps prevent migraines but makes me feel a bit foggy
Topamax,Migraine,Prevents my migraines well but I noticed a tingling sensation in my hands,prevents my migraines well but i noticed a tingling sensation in my hands
Topamax,Migraine,Helps prevent migraines but I occasionally feel foggy,helps prevent migraines but i occasionally feel foggy
Topamax,Migraine,Reduced my migraines significantly but I sometimes feel tingling in my hands,reduced my migraines significantly but i sometimes feel tingling in my hands
Topamax,Migraine,Reduced my migraines significantly though I feel occasional tingling in my hands,reduced my migraines significantly though i feel occasional tingling in my hands
Topamax,Migraine,Helps prevent migraines but I feel a bit foggy sometimes,helps prevent migraines but i feel a bit foggy sometimes
Topiramate,Migraines,Helps with migraines but I noticed some tingling sensations in my hands and feet,helps with migraines but i noticed some tingling sensations in my hands and feet
Topiramate,Epilepsy,Helps prevent seizures but it sometimes makes me feel a bit slow or foggy,helps prevent seizures but it sometimes makes me feel a bit slow or foggy
Topiramate,Migraine Prevention,Reduced my migraines but causes some tingling in my hands,reduced my migraines but causes some tingling in my hands
Topiramate,Migraine Prevention,Prevents my migraines well but I feel a bit forgetful,prevents my migraines well but i feel a bit forgetful
Topiramate,Seizures,Effective for seizures but gives me some tingling in my hands,effective for seizures but gives me some tingling in my hands
Topiramate,Seizures/Migraine,Effective for migraines but gives me some tingling sensations,effective for migraines but gives me some tingling sensations
Topiramate,Migraines,Reduces migraines but I have tingling in my fingers,reduces migraines but i have tingling in my fingers
Topiramate,Migraines,Helps reduce migraines but I feel a bit sluggish sometimes,helps reduce migraines but i feel a bit sluggish sometimes
Topiramate,Migraines,Reduces migraine frequency but gives me tingling sensations,reduces migraine frequency but gives me tingling sensations
Topiramate,Seizures,Very effective for seizures but it gives me a slight headache at times,very effective for seizures but it gives me a slight headache at times
Topiramate,Migraines,Reduces my migraines but I feel a bit spacey,reduces my migraines but i feel a bit spacey
Topiramate,Migraine Prevention,Prevents migraines well but Ive had some memory issues,prevents migraines well but ive had some memory issues
Topiramate,Migraines,Helps prevent migraines but sometimes leaves me feeling foggy,helps prevent migraines but sometimes leaves me feeling foggy
Toradol,Pain Relief,Great for shortterm pain relief but not ideal for longterm use,great for shortterm pain relief but not ideal for longterm use
Toradol,Pain Management,Effective for shortterm pain relief but causes stomach irritation if taken for too long,effective for shortterm pain relief but causes stomach irritation if taken for too long
Tramadol,Pain Relief,Helps with pain relief but it makes me feel a bit woozy sometimes,helps with pain relief but it makes me feel a bit woozy sometimes
Tramadol,Pain Relief,Works well for pain but it makes me feel a little lightheaded,works well for pain but it makes me feel a little lightheaded
Tramadol,Pain Relief,Helps with pain relief but I feel a bit lightheaded sometimes,helps with pain relief but i feel a bit lightheaded sometimes
Tramadol,Pain,Eases my pain but Ive had mild nausea,eases my pain but ive had mild nausea
Tramadol,Pain Management,Effective for moderate pain relief but causes mild dizziness and constipation,effective for moderate pain relief but causes mild dizziness and constipation
Tramadol,Pain,Relieves pain but it caused some dizziness and nausea,relieves pain but it caused some dizziness and nausea
Tramadol,Pain Relief,Eases pain but makes me feel nauseous occasionally,eases pain but makes me feel nauseous occasionally
Tramadol,Pain Relief,Relieves pain effectively but I feel lightheaded after taking it,relieves pain effectively but i feel lightheaded after taking it
Tramadol,Pain,Works well for pain but I feel a bit out of it after taking it,works well for pain but i feel a bit out of it after taking it
Tramadol,Chronic Pain,Eases my pain but I feel lightheaded sometimes,eases my pain but i feel lightheaded sometimes
Tramadol,Pain Relief,Good pain relief but I occasionally feel dizzy after taking it,good pain relief but i occasionally feel dizzy after taking it
Tramadol,Pain,Works well for pain relief but can be a bit drowsy,works well for pain relief but can be a bit drowsy
Tramadol,Pain Relief,Works well for pain relief but it can make me feel a bit dizzy,works well for pain relief but it can make me feel a bit dizzy
Tramadol,Pain,Good for pain relief but it makes me feel a bit woozy,good for pain relief but it makes me feel a bit woozy
Tramadol,Pain Relief,Good for pain relief but can make me feel lightheaded and tired,good for pain relief but can make me feel lightheaded and tired
Tramadol,Pain,Works well for pain but causes some dizziness and constipation,works well for pain but causes some dizziness and constipation
Tramadol,Pain Relief,Good for mild pain relief but it doesnt work for severe pain,good for mild pain relief but it doesnt work for severe pain
Tramadol,Pain Relief,Effective for pain but can cause dizziness at times,effective for pain but can cause dizziness at times
Tramadol,Pain,Effective for moderate pain but makes me feel a bit dizzy and out of it,effective for moderate pain but makes me feel a bit dizzy and out of it
Tramadol,Pain Relief,Effective pain reliever but it makes me feel a bit dizzy,effective pain reliever but it makes me feel a bit dizzy
Trazodone,Insomnia,Helps me sleep better but makes me feel sluggish the next day,helps me sleep better but makes me feel sluggish the next day
Trazodone,Insomnia,Helps me fall asleep but I wake up feeling groggy,helps me fall asleep but i wake up feeling groggy
Trazodone,Insomnia,Helps me sleep well but leaves me feeling groggy in the morning,helps me sleep well but leaves me feeling groggy in the morning
Trazodone,Insomnia,Helps with sleep but causes some grogginess the next day,helps with sleep but causes some grogginess the next day
Trazodone,Insomnia,Helps me sleep better but I wake up groggy,helps me sleep better but i wake up groggy
Trazodone,Insomnia,Helps with sleep but leaves me feeling a bit groggy in the morning,helps with sleep but leaves me feeling a bit groggy in the morning
Trazodone,Insomnia,Great for sleep issues Works fast with no grogginess in the morning,great for sleep issues works fast with no grogginess in the morning
Trazodone,Insomnia,Helps me sleep but I feel groggy in the morning,helps me sleep but i feel groggy in the morning
Trazodone,Sleep Issues,Helps me sleep but I feel groggy in the morning,helps me sleep but i feel groggy in the morning
Trazodone,Depression/Insomnia,Helps with sleep and depression but leaves me groggy,helps with sleep and depression but leaves me groggy
Trazodone,Insomnia,Good for sleep but it leaves me drowsy the next day,good for sleep but it leaves me drowsy the next day
Trazodone,Insomnia,Great for helping me sleep but I feel groggy the next morning,great for helping me sleep but i feel groggy the next morning
Trazodone,Insomnia,Helps me sleep but I wake up feeling groggy,helps me sleep but i wake up feeling groggy
Trazodone,Insomnia,Helps me sleep but I feel groggy the next day,helps me sleep but i feel groggy the next day
Trazodone,Insomnia,Helps me sleep through the night but I wake up feeling groggy,helps me sleep through the night but i wake up feeling groggy
Trazodone,Insomnia,Helps with sleep but I feel groggy the next morning,helps with sleep but i feel groggy the next morning
Trazodone,Insomnia,Great for sleep but leaves me with a dry mouth,great for sleep but leaves me with a dry mouth
Trazodone,Insomnia,Effective for sleeping but I felt groggy in the morning and had a dry mouth,effective for sleeping but i felt groggy in the morning and had a dry mouth
Trazodone,Insomnia,Helps me sleep but I feel groggy when I wake up,helps me sleep but i feel groggy when i wake up
Trazodone,Insomnia,Helps me sleep through the night but sometimes leaves me feeling groggy in the morning,helps me sleep through the night but sometimes leaves me feeling groggy in the morning
Trazodone,Insomnia,Helps with sleep but sometimes causes a morning hangover effect,helps with sleep but sometimes causes a morning hangover effect
Trazodone,Depression/Insomnia,Helps with sleep and depression but makes me feel groggy,helps with sleep and depression but makes me feel groggy
Trazodone,Insomnia,Helps me sleep but I sometimes wake up feeling groggy,helps me sleep but i sometimes wake up feeling groggy
Trazodone,Insomnia,Helps with sleep but leaves me feeling groggy in the morning,helps with sleep but leaves me feeling groggy in the morning
Trazodone,Insomnia,Helps me sleep through the night but leaves me groggy in the morning,helps me sleep through the night but leaves me groggy in the morning
Trazodone,Insomnia,Improves my sleep but leaves me groggy in the morning,improves my sleep but leaves me groggy in the morning
Trazodone,Depression,Helps me sleep better but I wake up feeling a bit foggy,helps me sleep better but i wake up feeling a bit foggy
Trelegy,COPD,Improves breathing significantly though its a bit expensive,improves breathing significantly though its a bit expensive
Trelegy,COPD,Improved my breathing significantly but the taste of the inhaler is odd,improved my breathing significantly but the taste of the inhaler is odd
Trelegy Ellipta,COPD,Improves my breathing significantly but I get a dry throat,improves my breathing significantly but i get a dry throat
Tresiba,Diabetes,Keeps my blood sugar stable all day though its a bit expensive,keeps my blood sugar stable all day though its a bit expensive
Triamcinolone,Skin Inflammation,Works well for rashes but I get mild skin irritation,works well for rashes but i get mild skin irritation
Tricor,High Cholesterol,Helped lower my cholesterol but it gave me some mild stomach discomfort,helped lower my cholesterol but it gave me some mild stomach discomfort
Tricor,High Cholesterol,Good for lowering cholesterol but sometimes causes stomach upset,good for lowering cholesterol but sometimes causes stomach upset
Tricor,High Cholesterol,Lowers my cholesterol but occasionally causes indigestion,lowers my cholesterol but occasionally causes indigestion
Tricor,High Cholesterol,Lowers my cholesterol but gives me occasional stomach pain,lowers my cholesterol but gives me occasional stomach pain
Tricor,High Cholesterol,Effective for lowering cholesterol but can cause stomach upset,effective for lowering cholesterol but can cause stomach upset
Trintellix,Anxiety,Reduces my anxiety effectively though I had mild nausea initially,reduces my anxiety effectively though i had mild nausea initially
Trulicity,Diabetes,Helps me manage blood sugar and weight but I experienced nausea initially,helps me manage blood sugar and weight but i experienced nausea initially
Trulicity,Type 2 Diabetes,Helps lower blood sugar effectively but causes some mild stomach upset,helps lower blood sugar effectively but causes some mild stomach upset
Trulicity,Diabetes,Controls blood sugar and supports weight loss but I sometimes feel nauseous,controls blood sugar and supports weight loss but i sometimes feel nauseous
Trulicity,Diabetes,Manages blood sugar well though injections sting a bit,manages blood sugar well though injections sting a bit
Trulicity,Type 2 Diabetes,Helps manage my blood sugar but I feel nauseous for a day or two after each dose,helps manage my blood sugar but i feel nauseous for a day or two after each dose
Trulicity,Diabetes,Helps with blood sugar control but I noticed stomach upset initially,helps with blood sugar control but i noticed stomach upset initially
Trulicity,Diabetes,Helped me lose weight while lowering my blood sugar though I feel mild nausea at times,helped me lose weight while lowering my blood sugar though i feel mild nausea at times
Truvada,HIV Prevention,Highly effective for PrEP No major side effects so far,highly effective for prep no major side effects so far
Truvada,HIV Prevention,Effective for preventing HIV though I had mild nausea initially,effective for preventing hiv though i had mild nausea initially
Tylenol,Pain Management,Helps with mild pain though I find it less effective for more intense pain,helps with mild pain though i find it less effective for more intense pain
Tylenol,Pain Relief,Good for pain but can upset my stomach if taken too often,good for pain but can upset my stomach if taken too often
Tylenol,Pain Relief,Effective for mild pain but it makes me feel a little nauseous after taking it,effective for mild pain but it makes me feel a little nauseous after taking it
Tylenol,Pain Relief,Works well for pain relief but I sometimes feel lightheaded after taking it,works well for pain relief but i sometimes feel lightheaded after taking it
Tylenol,Pain,Very effective for headaches but it sometimes causes mild stomach discomfort,very effective for headaches but it sometimes causes mild stomach discomfort
Tylenol,Pain Relief,Effective for pain relief but it can make me feel drowsy,effective for pain relief but it can make me feel drowsy
Tylenol,Pain Relief,Helps with pain relief but it sometimes causes an upset stomach,helps with pain relief but it sometimes causes an upset stomach
Tylenol,Pain Management,Effective for mild pain but doesnt work well for severe pain It can also upset my stomach,effective for mild pain but doesnt work well for severe pain it can also upset my stomach
Tylenol,Pain Relief,Effective for pain but it occasionally upsets my stomach,effective for pain but it occasionally upsets my stomach
Tysabri,Multiple Sclerosis,Slows disease progression effectively but I feel more fatigued after infusions,slows disease progression effectively but i feel more fatigued after infusions
Tysabri,Multiple Sclerosis,Helped manage my MS symptoms though I noticed some dizziness and mild fatigue,helped manage my ms symptoms though i noticed some dizziness and mild fatigue
Tysabri,Multiple Sclerosis,Has helped with my MS symptoms though I have experienced some dizziness and fatigue,has helped with my ms symptoms though i have experienced some dizziness and fatigue
Valacyclovir,Herpes,Very effective for outbreaks but Ive had some mild headaches,very effective for outbreaks but ive had some mild headaches
Valium,Anxiety,Works great for anxiety but I feel a little too relaxed and spaced out,works great for anxiety but i feel a little too relaxed and spaced out
Valium,Anxiety,Helps manage my anxiety well but I sometimes feel drowsy after taking it,helps manage my anxiety well but i sometimes feel drowsy after taking it
Valium,Anxiety,Helps with anxiety but I feel a bit sleepy afterward,helps with anxiety but i feel a bit sleepy afterward
Valium,Anxiety,Good for anxiety but leaves me feeling a bit foggy,good for anxiety but leaves me feeling a bit foggy
Valium,Anxiety,Helps calm anxiety but can leave me feeling foggy the next day,helps calm anxiety but can leave me feeling foggy the next day
Valium,Anxiety,Helps with anxiety but I sometimes feel drowsy,helps with anxiety but i sometimes feel drowsy
Valium,Anxiety,Good for anxiety but I feel very sleepy after taking it,good for anxiety but i feel very sleepy after taking it
Valproate,Seizure Disorder,Helps prevent seizures but makes me feel sluggish sometimes,helps prevent seizures but makes me feel sluggish sometimes
Valproate,Epilepsy,Helps prevent seizures but causes weight gain,helps prevent seizures but causes weight gain
Valsartan,High Blood Pressure,Helps with blood pressure but I sometimes feel a little lightheaded,helps with blood pressure but i sometimes feel a little lightheaded
Valsartan,High Blood Pressure,Works well for controlling blood pressure but I have a slight cough from it,works well for controlling blood pressure but i have a slight cough from it
Valsartan,High Blood Pressure,Lowers BP effectively but I get mild headaches occasionally,lowers bp effectively but i get mild headaches occasionally
Valsartan,High Blood Pressure,Lowers my blood pressure but causes mild dizziness,lowers my blood pressure but causes mild dizziness
Valsartan,High Blood Pressure,Helps control my blood pressure but I sometimes feel fatigued,helps control my blood pressure but i sometimes feel fatigued
Valsartan,High Blood Pressure,Helps control blood pressure effectively though I feel slightly fatigued sometimes,helps control blood pressure effectively though i feel slightly fatigued sometimes
Valsartan,High Blood Pressure,Keeps my BP in check but makes me feel lightheaded,keeps my bp in check but makes me feel lightheaded
Valsartan,High Blood Pressure,Great for lowering blood pressure but it sometimes makes me feel fatigued,great for lowering blood pressure but it sometimes makes me feel fatigued
Valsartan,High Blood Pressure,Helps keep my blood pressure stable but gives me headaches,helps keep my blood pressure stable but gives me headaches
Valtrex,Herpes,Clears outbreaks quickly but I did experience mild headaches,clears outbreaks quickly but i did experience mild headaches
Valtrex,Herpes,Clears up outbreaks quickly and prevents recurrences,clears up outbreaks quickly and prevents recurrences
Varenicline,Smoking Cessation,Helps curb cravings but I feel nauseous sometimes,helps curb cravings but i feel nauseous sometimes
Varenicline,Smoking Cessation,Effective for quitting smoking but gives me vivid dreams,effective for quitting smoking but gives me vivid dreams
Varenicline,Smoking Cessation,Helped me quit smoking but caused vivid dreams,helped me quit smoking but caused vivid dreams
Venlafaxine,Depression,Helps with mood but causes dizziness if I miss a dose,helps with mood but causes dizziness if i miss a dose
Venlafaxine,Depression/Anxiety,Works well but gives me mild nausea occasionally,works well but gives me mild nausea occasionally
Venlafaxine,Depression,Helps with my depression but I had some side effects like nausea and dizziness initially,helps with my depression but i had some side effects like nausea and dizziness initially
Venlafaxine,Anxiety,Eases my anxiety but I feel jittery if I miss a dose,eases my anxiety but i feel jittery if i miss a dose
Venlafaxine,Depression,Very effective for my depression but I feel a bit anxious at times,very effective for my depression but i feel a bit anxious at times
Venlafaxine,Depression/Anxiety,Balances my mood but I feel jittery when I miss a dose,balances my mood but i feel jittery when i miss a dose
Venlafaxine,Depression,Helps with my depression but gives me headaches,helps with my depression but gives me headaches
Venlafaxine,Depression,Helps with my depression but I feel more anxious during the first few weeks,helps with my depression but i feel more anxious during the first few weeks
Venlafaxine,Depression,Has been helpful for depression but I sometimes experience dizziness,has been helpful for depression but i sometimes experience dizziness
Venlafaxine,Anxiety/Depression,Improves my mood but took a while to adjust to,improves my mood but took a while to adjust to
Venlafaxine,Anxiety,Helps with anxiety but Ive had some nausea at the beginning,helps with anxiety but ive had some nausea at the beginning
Venlafaxine,Depression,It helped me a lot with depression but caused some dizziness,it helped me a lot with depression but caused some dizziness
Venlafaxine,Depression,Has really helped with my depression but it can make me feel a bit anxious,has really helped with my depression but it can make me feel a bit anxious
Venlafaxine,Depression,Helps with depression but I experience occasional dizziness,helps with depression but i experience occasional dizziness
Ventolin,Asthma,Works instantly during an asthma attack but doesnt last very long,works instantly during an asthma attack but doesnt last very long
Ventolin,Asthma,A lifesaver for asthma attacks No side effects noticed,a lifesaver for asthma attacks no side effects noticed
Ventolin,Asthma,Quick relief during asthma attacks though it makes my heart race,quick relief during asthma attacks though it makes my heart race
Ventolin,Asthma,Great for asthma flareups but it can make me feel jittery,great for asthma flareups but it can make me feel jittery
Ventolin,COPD,Works instantly during flareups but I need to use it more frequently than Id like,works instantly during flareups but i need to use it more frequently than id like
Verapamil,High Blood Pressure,Effective for lowering blood pressure but causes mild constipation,effective for lowering blood pressure but causes mild constipation
Verapamil,Migraines,Reduces frequency of migraines but makes me feel tired,reduces frequency of migraines but makes me feel tired
Verapamil,Migraine Prevention,Reduced my migraines but made me feel tired,reduced my migraines but made me feel tired
Verapamil,High Blood Pressure,Helps manage my blood pressure but gives me slight constipation,helps manage my blood pressure but gives me slight constipation
Verapamil,High Blood Pressure,Helps control my blood pressure but causes constipation,helps control my blood pressure but causes constipation
Vesicare,Overactive Bladder,Eases bladder symptoms effectively though I had a dry mouth initially,eases bladder symptoms effectively though i had a dry mouth initially
Viagra,Erectile Dysfunction,Works well for ED but I experience some headaches afterward,works well for ed but i experience some headaches afterward
Viagra,Erectile Dysfunction,Helps with erectile dysfunction but caused a mild headache and flushed skin,helps with erectile dysfunction but caused a mild headache and flushed skin
Viagra,Erectile Dysfunction,Helps with performance but I sometimes get a headache,helps with performance but i sometimes get a headache
Viagra,Erectile Dysfunction,Helps with ED but I get a mild headache after use,helps with ed but i get a mild headache after use
Vicodin,Pain Relief,Relieves pain effectively but I worry about dependency,relieves pain effectively but i worry about dependency
Vicodin,Pain Relief,Helps with pain but I often feel lightheaded and out of it,helps with pain but i often feel lightheaded and out of it
Vicodin,Pain Relief,Eases severe pain effectively but I feel nauseous occasionally,eases severe pain effectively but i feel nauseous occasionally
Victoza,Type 2 Diabetes,Helps reduce blood sugar and aids in weight loss but it causes occasional nausea,helps reduce blood sugar and aids in weight loss but it causes occasional nausea
Victoza,Diabetes,Helps control my blood sugar and supports weight loss,helps control my blood sugar and supports weight loss
Victoza,Weight Management,Helps me lose weight effectively but I felt nausea at first,helps me lose weight effectively but i felt nausea at first
Victoza,Diabetes,Lowers my glucose well but the daily injections are a bit inconvenient,lowers my glucose well but the daily injections are a bit inconvenient
Voltaren,Pain Relief,Eases joint pain effectively though the gel takes time to dry,eases joint pain effectively though the gel takes time to dry
Voltaren,Pain Relief,Eases my joint pain quickly without causing stomach issues,eases my joint pain quickly without causing stomach issues
Voltaren,Arthritis,Relieves joint pain efficiently though the gel is slightly greasy,relieves joint pain efficiently though the gel is slightly greasy
Vraylar,Bipolar Disorder,Stabilizes my mood effectively though Ive had some insomnia,stabilizes my mood effectively though ive had some insomnia
Vraylar,Bipolar Disorder,Balances mood well but I had some difficulty sleeping,balances mood well but i had some difficulty sleeping
Vraylar,Bipolar Disorder,Helps with mood stabilization but causes mild sedation and drowsiness,helps with mood stabilization but causes mild sedation and drowsiness
Vyvanse,ADHD,Boosts focus and energy effectively though it suppresses appetite,boosts focus and energy effectively though it suppresses appetite
Vyvanse,ADHD,Works great for focus but I sometimes feel a bit anxious,works great for focus but i sometimes feel a bit anxious
Vyvanse,ADHD,Helps with focus but I sometimes feel a little anxious,helps with focus but i sometimes feel a little anxious
Vyvanse,ADHD,Helps me focus but causes a loss of appetite and difficulty sleeping,helps me focus but causes a loss of appetite and difficulty sleeping
Vyvanse,ADHD,Helped me concentrate better No appetite during the day though,helped me concentrate better no appetite during the day though
Vyvanse,ADHD,Helps with focus but sometimes causes dry mouth and anxiety,helps with focus but sometimes causes dry mouth and anxiety
Vyvanse,ADHD,Great for focus but can cause loss of appetite and sleep disturbances,great for focus but can cause loss of appetite and sleep disturbances
Vyvanse,ADHD,Helps me focus but causes dry mouth and a bit of restlessness,helps me focus but causes dry mouth and a bit of restlessness
Warfarin,Blood Clots,Keeps my blood thin but it requires frequent monitoring,keeps my blood thin but it requires frequent monitoring
Warfarin,Blood Clots,Effective for clot prevention but the constant blood monitoring is a hassle,effective for clot prevention but the constant blood monitoring is a hassle
Warfarin,Blood Clot Prevention,Effective for clot prevention but I have to be careful with my diet,effective for clot prevention but i have to be careful with my diet
Warfarin,Blood Thinners,Good for preventing blood clots but requires regular blood tests to monitor INR,good for preventing blood clots but requires regular blood tests to monitor inr
Warfarin,Blood Thinners,Effective but requires constant monitoring of levels,effective but requires constant monitoring of levels
Warfarin,Blood Thinner,Prevents clots but requires regular blood tests,prevents clots but requires regular blood tests
Warfarin,Blood Clots,Effective for preventing clots but requires frequent blood tests,effective for preventing clots but requires frequent blood tests
Warfarin,Blood Clots,Keeps my blood thin but requires frequent blood tests and causes some bruising,keeps my blood thin but requires frequent blood tests and causes some bruising
Warfarin,Blood Clots,Prevents clots effectively but requires frequent blood tests,prevents clots effectively but requires frequent blood tests
Warfarin,Blood Thinner,Prevents clots well but my INR fluctuates,prevents clots well but my inr fluctuates
Warfarin,Blood Clots,Good for preventing clots but I need to monitor my diet,good for preventing clots but i need to monitor my diet
Wellbutrin,Depression,Improved my mood and energy levels but I feel a bit jittery sometimes,improved my mood and energy levels but i feel a bit jittery sometimes
Wellbutrin,Depression,Helps with depression but it can cause a bit of restlessness,helps with depression but it can cause a bit of restlessness
Wellbutrin,Depression,Improves mood and focus but it makes me feel a little jittery,improves mood and focus but it makes me feel a little jittery
Wellbutrin,Depression,Lifted my mood without weight gain but I felt jittery at first,lifted my mood without weight gain but i felt jittery at first
Wellbutrin,Depression,Helps with my mood but I feel a bit jittery at times,helps with my mood but i feel a bit jittery at times
Wellbutrin,Depression,Boosts energy and mood but I noticed mild headaches at first,boosts energy and mood but i noticed mild headaches at first
Wellbutrin,Depression,Improved my focus and mood but I noticed dry mouth as a side effect,improved my focus and mood but i noticed dry mouth as a side effect
Wellbutrin,Depression,Boosts my energy and mood effectively though I get occasional headaches,boosts my energy and mood effectively though i get occasional headaches
Wellbutrin,Depression,Improves my mood and energy levels but it can cause some dry mouth,improves my mood and energy levels but it can cause some dry mouth
Wellbutrin SR,Smoking Cessation,Helped me quit smoking and lifted my mood significantly,helped me quit smoking and lifted my mood significantly
Xanax,Anxiety,Amazing for panic attacks but I worry about dependency,amazing for panic attacks but i worry about dependency
Xanax,Anxiety,Helps calm my nerves quickly but I sometimes feel overly tired afterward,helps calm my nerves quickly but i sometimes feel overly tired afterward
Xanax,Anxiety,Very effective for my anxiety but I experience some dizziness and drowsiness,very effective for my anxiety but i experience some dizziness and drowsiness
Xanax,Anxiety,Helps with anxiety but I feel a little groggy afterward,helps with anxiety but i feel a little groggy afterward
Xanax,Anxiety,Helps with anxiety but makes me feel a little sleepy,helps with anxiety but makes me feel a little sleepy
Xanax,Anxiety,Works for anxiety but I sometimes feel sleepy afterward,works for anxiety but i sometimes feel sleepy afterward
Xarelto,Blood Clots,Effective for preventing blood clots but causes minor bleeding sometimes,effective for preventing blood clots but causes minor bleeding sometimes
Xarelto,Blood Thinner,Works well to prevent clots but I need to monitor for minor bleeding,works well to prevent clots but i need to monitor for minor bleeding
Xarelto,Blood Clots,Great alternative to warfarin No dietary restrictions required,great alternative to warfarin no dietary restrictions required
Xarelto,Blood Clots,Helps prevent blood clots but I sometimes feel a bit lightheaded,helps prevent blood clots but i sometimes feel a bit lightheaded
Xarelto,Blood Clot Prevention,Prevents blood clots but causes mild bruising and bleeding,prevents blood clots but causes mild bruising and bleeding
Xarelto,Blood Clot Prevention,Prevents clots effectively though I bruise more easily,prevents clots effectively though i bruise more easily
Xarelto,Blood Clots,Helps prevent blood clots but I sometimes experience bruising,helps prevent blood clots but i sometimes experience bruising
Xarelto,Blood Thinner,Prevents blood clots effectively but its expensive,prevents blood clots effectively but its expensive
Xarelto,Blood Thinner,Convenient for clot prevention without regular blood tests but its expensive,convenient for clot prevention without regular blood tests but its expensive
Xarelto,Blood Clot Prevention,Effective for clot prevention but I have to monitor bruising,effective for clot prevention but i have to monitor bruising
Xarelto,Blood Thinner,Effective for preventing clots but it caused some bruising and mild dizziness,effective for preventing clots but it caused some bruising and mild dizziness
Xarelto,Blood Clot Prevention,Very effective in preventing blood clots but I noticed some bruising,very effective in preventing blood clots but i noticed some bruising
Xarelto,Blood Thinner,Helps prevent blood clots though it caused some mild bruising and dizziness,helps prevent blood clots though it caused some mild bruising and dizziness
Xeljanz,Rheumatoid Arthritis,Works well to reduce joint pain though it can cause some stomach discomfort,works well to reduce joint pain though it can cause some stomach discomfort
Xeljanz,Rheumatoid Arthritis,Helped reduce pain but I experienced some stomach upset during the first few weeks,helped reduce pain but i experienced some stomach upset during the first few weeks
Xgeva,Bone Metastases,Strengthens bones effectively though I felt mild joint pain,strengthens bones effectively though i felt mild joint pain
Xgeva,Bone Cancer,Helps strengthen my bones effectively but causes mild joint pain,helps strengthen my bones effectively but causes mild joint pain
Xolair,Asthma,Reduced my asthma attacks significantly but requires frequent injections,reduced my asthma attacks significantly but requires frequent injections
Xopenex,Asthma,Quick relief for asthma attacks but the nebulizer can be a hassle,quick relief for asthma attacks but the nebulizer can be a hassle
Xyzal,Allergies,Helps with allergies but I occasionally feel drowsy,helps with allergies but i occasionally feel drowsy
Xyzal,Allergies,Clears up my allergies effectively without drowsiness,clears up my allergies effectively without drowsiness
Zantac,Acid Reflux,Works well to treat heartburn but I felt a bit drowsy after taking it,works well to treat heartburn but i felt a bit drowsy after taking it
Zantac,Acid Reflux,Relieves heartburn quickly though it makes me feel a bit drowsy,relieves heartburn quickly though it makes me feel a bit drowsy
Zantac,Acid Reflux,Worked wonders for my acid reflux before it was discontinued,worked wonders for my acid reflux before it was discontinued
Zantac,Acid Reflux,Helps with heartburn but I experience mild headaches sometimes,helps with heartburn but i experience mild headaches sometimes
Zetia,High Cholesterol,Reduced my cholesterol without noticeable side effects,reduced my cholesterol without noticeable side effects
Zetia,High Cholesterol,Lowers cholesterol effectively though I feel mild fatigue occasionally,lowers cholesterol effectively though i feel mild fatigue occasionally
Zetia,High Cholesterol,Lowers cholesterol effectively though I feel mild fatigue sometimes,lowers cholesterol effectively though i feel mild fatigue sometimes
Zetia,High Cholesterol,Helped reduce cholesterol though I experienced occasional headaches,helped reduce cholesterol though i experienced occasional headaches
Zetia,High Cholesterol,Lowers cholesterol without the muscle pain I had with statins,lowers cholesterol without the muscle pain i had with statins
Zithromax,Bacterial Infections,Cleared up my infection quickly but caused mild nausea,cleared up my infection quickly but caused mild nausea
Zithromax,Bacterial Infection,Cleared up my infection but I had some stomach upset during the treatment,cleared up my infection but i had some stomach upset during the treatment
Zithromax,Bacterial Infection,Cleared my infection but I felt a little dizzy afterward,cleared my infection but i felt a little dizzy afterward
Zocor,High Cholesterol,Works well for cholesterol control but I have mild muscle aches,works well for cholesterol control but i have mild muscle aches
Zofran,Nausea,Works well for nausea but can cause some dizziness and tiredness,works well for nausea but can cause some dizziness and tiredness
Zofran,Nausea,Stopped my nausea almost immediately Amazing drug,stopped my nausea almost immediately amazing drug
Zofran,Nausea/Vomiting,Works well for nausea but I feel a bit tired afterward,works well for nausea but i feel a bit tired afterward
Zofran,Nausea,Helps with nausea but makes me feel a bit tired,helps with nausea but makes me feel a bit tired
Zofran,Nausea/Vomiting,Helps with nausea but I sometimes feel tired after using it,helps with nausea but i sometimes feel tired after using it
Zofran,Nausea,Stops nausea almost immediately but it causes mild headaches,stops nausea almost immediately but it causes mild headaches
Zofran,Nausea,Works for nausea but can make me feel a bit drowsy and dizzy,works for nausea but can make me feel a bit drowsy and dizzy
Zofran,Nausea,Works well for nausea but I felt a bit dizzy after taking it,works well for nausea but i felt a bit dizzy after taking it
Zofran,Nausea,Great for nausea but can cause headaches,great for nausea but can cause headaches
Zofran,Nausea,Great for nausea relief but can cause constipation,great for nausea relief but can cause constipation
Zoloft,Depression,Really helps with my depression but I do feel a bit of a dull headache occasionally,really helps with my depression but i do feel a bit of a dull headache occasionally
Zoloft,Depression,Works well for depression but I sometimes feel lightheaded,works well for depression but i sometimes feel lightheaded
